PUMA_ch,borough,GRPIP,rent_deciles,rent_cat,HH_size,n,nyc_pums_Name
4012,Brooklyn,79,71-80,severly rent burdened,1,16,Sunset Park & Windsor Terrace
4012,Brooklyn,79,71-80,severly rent burdened,3,8,Sunset Park & Windsor Terrace
4012,Brooklyn,79,71-80,severly rent burdened,4,33,Sunset Park & Windsor Terrace
4012,Brooklyn,80,71-80,severly rent burdened,1,39,Sunset Park & Windsor Terrace
4012,Brooklyn,80,71-80,severly rent burdened,4,12,Sunset Park & Windsor Terrace
4012,Brooklyn,80,71-80,severly rent burdened,5,21,Sunset Park & Windsor Terrace
4012,Brooklyn,81,81-90,severly rent burdened,2,154,Sunset Park & Windsor Terrace
4012,Brooklyn,81,81-90,severly rent burdened,5,15,Sunset Park & Windsor Terrace
4012,Brooklyn,81,81-90,severly rent burdened,6,39,Sunset Park & Windsor Terrace
4012,Brooklyn,82,81-90,severly rent burdened,1,52,Sunset Park & Windsor Terrace
4012,Brooklyn,82,81-90,severly rent burdened,2,64,Sunset Park & Windsor Terrace
4012,Brooklyn,82,81-90,severly rent burdened,4,17,Sunset Park & Windsor Terrace
4012,Brooklyn,83,81-90,severly rent burdened,3,33,Sunset Park & Windsor Terrace
4012,Brooklyn,83,81-90,severly rent burdened,4,84,Sunset Park & Windsor Terrace
4012,Brooklyn,84,81-90,severly rent burdened,1,15,Sunset Park & Windsor Terrace
4012,Brooklyn,84,81-90,severly rent burdened,3,47,Sunset Park & Windsor Terrace
4012,Brooklyn,85,81-90,severly rent burdened,1,33,Sunset Park & Windsor Terrace
4012,Brooklyn,85,81-90,severly rent burdened,2,19,Sunset Park & Windsor Terrace
4012,Brooklyn,85,81-90,severly rent burdened,4,16,Sunset Park & Windsor Terrace
4012,Brooklyn,85,81-90,severly rent burdened,5,36,Sunset Park & Windsor Terrace
4012,Brooklyn,86,81-90,severly rent burdened,1,22,Sunset Park & Windsor Terrace
4012,Brooklyn,86,81-90,severly rent burdened,3,8,Sunset Park & Windsor Terrace
4012,Brooklyn,86,81-90,severly rent burdened,4,29,Sunset Park & Windsor Terrace
4012,Brooklyn,87,81-90,severly rent burdened,4,25,Sunset Park & Windsor Terrace
4012,Brooklyn,88,81-90,severly rent burdened,1,67,Sunset Park & Windsor Terrace
4012,Brooklyn,88,81-90,severly rent burdened,8,39,Sunset Park & Windsor Terrace
4012,Brooklyn,89,81-90,severly rent burdened,1,63,Sunset Park & Windsor Terrace
4012,Brooklyn,89,81-90,severly rent burdened,2,47,Sunset Park & Windsor Terrace
4012,Brooklyn,89,81-90,severly rent burdened,5,35,Sunset Park & Windsor Terrace
4012,Brooklyn,90,81-90,severly rent burdened,1,35,Sunset Park & Windsor Terrace
4012,Brooklyn,90,81-90,severly rent burdened,3,32,Sunset Park & Windsor Terrace
4012,Brooklyn,91,91-100,severly rent burdened,3,14,Sunset Park & Windsor Terrace
4012,Brooklyn,91,91-100,severly rent burdened,5,36,Sunset Park & Windsor Terrace
4012,Brooklyn,92,91-100,severly rent burdened,2,40,Sunset Park & Windsor Terrace
4012,Brooklyn,92,91-100,severly rent burdened,3,14,Sunset Park & Windsor Terrace
4012,Brooklyn,93,91-100,severly rent burdened,3,46,Sunset Park & Windsor Terrace
4012,Brooklyn,93,91-100,severly rent burdened,6,27,Sunset Park & Windsor Terrace
4012,Brooklyn,94,91-100,severly rent burdened,4,28,Sunset Park & Windsor Terrace
4012,Brooklyn,94,91-100,severly rent burdened,5,30,Sunset Park & Windsor Terrace
4012,Brooklyn,95,91-100,severly rent burdened,4,30,Sunset Park & Windsor Terrace
4012,Brooklyn,95,91-100,severly rent burdened,6,19,Sunset Park & Windsor Terrace
4012,Brooklyn,96,91-100,severly rent burdened,3,39,Sunset Park & Windsor Terrace
4012,Brooklyn,97,91-100,severly rent burdened,1,58,Sunset Park & Windsor Terrace
4012,Brooklyn,97,91-100,severly rent burdened,4,32,Sunset Park & Windsor Terrace
4012,Brooklyn,98,91-100,severly rent burdened,2,43,Sunset Park & Windsor Terrace
4012,Brooklyn,99,91-100,severly rent burdened,1,23,Sunset Park & Windsor Terrace
4012,Brooklyn,100,91-100,severly rent burdened,1,18,Sunset Park & Windsor Terrace
4012,Brooklyn,100,91-100,severly rent burdened,2,40,Sunset Park & Windsor Terrace
4012,Brooklyn,100,91-100,severly rent burdened,4,40,Sunset Park & Windsor Terrace
4013,Brooklyn,1,0-10,not rent burdened,1,17,Bay Ridge & Dyker Heights
4013,Brooklyn,2,0-10,not rent burdened,1,23,Bay Ridge & Dyker Heights
4013,Brooklyn,2,0-10,not rent burdened,2,42,Bay Ridge & Dyker Heights
4013,Brooklyn,3,0-10,not rent burdened,1,24,Bay Ridge & Dyker Heights
4013,Brooklyn,3,0-10,not rent burdened,2,11,Bay Ridge & Dyker Heights
4013,Brooklyn,3,0-10,not rent burdened,8,15,Bay Ridge & Dyker Heights
4013,Brooklyn,4,0-10,not rent burdened,4,26,Bay Ridge & Dyker Heights
4013,Brooklyn,4,0-10,not rent burdened,6,12,Bay Ridge & Dyker Heights
4013,Brooklyn,5,0-10,not rent burdened,1,29,Bay Ridge & Dyker Heights
4013,Brooklyn,5,0-10,not rent burdened,2,20,Bay Ridge & Dyker Heights
4013,Brooklyn,5,0-10,not rent burdened,3,33,Bay Ridge & Dyker Heights
4013,Brooklyn,5,0-10,not rent burdened,4,8,Bay Ridge & Dyker Heights
4013,Brooklyn,5,0-10,not rent burdened,5,8,Bay Ridge & Dyker Heights
4013,Brooklyn,6,0-10,not rent burdened,1,48,Bay Ridge & Dyker Heights
4013,Brooklyn,6,0-10,not rent burdened,2,26,Bay Ridge & Dyker Heights
4013,Brooklyn,6,0-10,not rent burdened,3,28,Bay Ridge & Dyker Heights
4013,Brooklyn,6,0-10,not rent burdened,4,78,Bay Ridge & Dyker Heights
4013,Brooklyn,6,0-10,not rent burdened,5,31,Bay Ridge & Dyker Heights
4013,Brooklyn,7,0-10,not rent burdened,1,27,Bay Ridge & Dyker Heights
4013,Brooklyn,7,0-10,not rent burdened,2,71,Bay Ridge & Dyker Heights
4013,Brooklyn,7,0-10,not rent burdened,3,24,Bay Ridge & Dyker Heights
4013,Brooklyn,7,0-10,not rent burdened,4,23,Bay Ridge & Dyker Heights
4013,Brooklyn,7,0-10,not rent burdened,6,42,Bay Ridge & Dyker Heights
4013,Brooklyn,7,0-10,not rent burdened,7,19,Bay Ridge & Dyker Heights
4013,Brooklyn,8,0-10,not rent burdened,1,93,Bay Ridge & Dyker Heights
4013,Brooklyn,8,0-10,not rent burdened,2,142,Bay Ridge & Dyker Heights
4013,Brooklyn,8,0-10,not rent burdened,3,121,Bay Ridge & Dyker Heights
4013,Brooklyn,8,0-10,not rent burdened,4,41,Bay Ridge & Dyker Heights
4013,Brooklyn,9,0-10,not rent burdened,1,29,Bay Ridge & Dyker Heights
4013,Brooklyn,9,0-10,not rent burdened,2,87,Bay Ridge & Dyker Heights
4013,Brooklyn,9,0-10,not rent burdened,3,69,Bay Ridge & Dyker Heights
4013,Brooklyn,9,0-10,not rent burdened,4,29,Bay Ridge & Dyker Heights
4013,Brooklyn,9,0-10,not rent burdened,5,34,Bay Ridge & Dyker Heights
4013,Brooklyn,10,0-10,not rent burdened,1,46,Bay Ridge & Dyker Heights
4013,Brooklyn,10,0-10,not rent burdened,2,150,Bay Ridge & Dyker Heights
4013,Brooklyn,10,0-10,not rent burdened,3,87,Bay Ridge & Dyker Heights
4013,Brooklyn,10,0-10,not rent burdened,4,25,Bay Ridge & Dyker Heights
4013,Brooklyn,10,0-10,not rent burdened,8,17,Bay Ridge & Dyker Heights
4013,Brooklyn,11,11-20,not rent burdened,1,129,Bay Ridge & Dyker Heights
4013,Brooklyn,11,11-20,not rent burdened,2,187,Bay Ridge & Dyker Heights
4013,Brooklyn,11,11-20,not rent burdened,3,99,Bay Ridge & Dyker Heights
4013,Brooklyn,11,11-20,not rent burdened,4,196,Bay Ridge & Dyker Heights
4013,Brooklyn,12,11-20,not rent burdened,1,143,Bay Ridge & Dyker Heights
4013,Brooklyn,12,11-20,not rent burdened,2,211,Bay Ridge & Dyker Heights
4013,Brooklyn,12,11-20,not rent burdened,3,131,Bay Ridge & Dyker Heights
4013,Brooklyn,12,11-20,not rent burdened,4,65,Bay Ridge & Dyker Heights
4013,Brooklyn,12,11-20,not rent burdened,5,97,Bay Ridge & Dyker Heights
4013,Brooklyn,13,11-20,not rent burdened,1,80,Bay Ridge & Dyker Heights
4013,Brooklyn,13,11-20,not rent burdened,2,146,Bay Ridge & Dyker Heights
4013,Brooklyn,13,11-20,not rent burdened,3,45,Bay Ridge & Dyker Heights
4013,Brooklyn,13,11-20,not rent burdened,4,94,Bay Ridge & Dyker Heights
4013,Brooklyn,13,11-20,not rent burdened,5,39,Bay Ridge & Dyker Heights
4013,Brooklyn,13,11-20,not rent burdened,6,42,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,1,147,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,2,156,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,3,148,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,4,31,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,5,70,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,6,16,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,7,15,Bay Ridge & Dyker Heights
4013,Brooklyn,14,11-20,not rent burdened,8,58,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,1,133,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,2,356,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,3,146,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,4,53,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,5,40,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,6,35,Bay Ridge & Dyker Heights
4013,Brooklyn,15,11-20,not rent burdened,7,22,Bay Ridge & Dyker Heights
4013,Brooklyn,16,11-20,not rent burdened,1,145,Bay Ridge & Dyker Heights
4013,Brooklyn,16,11-20,not rent burdened,2,147,Bay Ridge & Dyker Heights
4013,Brooklyn,16,11-20,not rent burdened,3,111,Bay Ridge & Dyker Heights
4013,Brooklyn,16,11-20,not rent burdened,4,52,Bay Ridge & Dyker Heights
4013,Brooklyn,16,11-20,not rent burdened,5,83,Bay Ridge & Dyker Heights
4013,Brooklyn,16,11-20,not rent burdened,6,14,Bay Ridge & Dyker Heights
4013,Brooklyn,17,11-20,not rent burdened,1,180,Bay Ridge & Dyker Heights
4013,Brooklyn,17,11-20,not rent burdened,2,314,Bay Ridge & Dyker Heights
4013,Brooklyn,17,11-20,not rent burdened,3,125,Bay Ridge & Dyker Heights
4013,Brooklyn,17,11-20,not rent burdened,4,42,Bay Ridge & Dyker Heights
4013,Brooklyn,17,11-20,not rent burdened,5,56,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,1,211,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,2,243,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,3,86,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,4,80,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,5,63,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,7,15,Bay Ridge & Dyker Heights
4013,Brooklyn,18,11-20,not rent burdened,8,11,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,1,269,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,2,206,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,3,97,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,4,16,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,5,82,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,6,19,Bay Ridge & Dyker Heights
4013,Brooklyn,19,11-20,not rent burdened,7,83,Bay Ridge & Dyker Heights
4013,Brooklyn,20,11-20,not rent burdened,1,205,Bay Ridge & Dyker Heights
4013,Brooklyn,20,11-20,not rent burdened,2,246,Bay Ridge & Dyker Heights
4013,Brooklyn,20,11-20,not rent burdened,3,110,Bay Ridge & Dyker Heights
4013,Brooklyn,20,11-20,not rent burdened,4,68,Bay Ridge & Dyker Heights
4013,Brooklyn,20,11-20,not rent burdened,5,25,Bay Ridge & Dyker Heights
4013,Brooklyn,20,11-20,not rent burdened,8,15,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,1,189,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,2,172,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,3,91,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,4,35,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,5,54,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,6,71,Bay Ridge & Dyker Heights
4013,Brooklyn,21,21-30,not rent burdened,7,30,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,1,314,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,2,206,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,3,142,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,4,75,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,5,41,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,6,13,Bay Ridge & Dyker Heights
4013,Brooklyn,22,21-30,not rent burdened,7,41,Bay Ridge & Dyker Heights
4013,Brooklyn,23,21-30,not rent burdened,1,261,Bay Ridge & Dyker Heights
4013,Brooklyn,23,21-30,not rent burdened,2,155,Bay Ridge & Dyker Heights
4013,Brooklyn,23,21-30,not rent burdened,3,17,Bay Ridge & Dyker Heights
4013,Brooklyn,23,21-30,not rent burdened,4,30,Bay Ridge & Dyker Heights
4013,Brooklyn,23,21-30,not rent burdened,5,29,Bay Ridge & Dyker Heights
4013,Brooklyn,23,21-30,not rent burdened,7,22,Bay Ridge & Dyker Heights
4013,Brooklyn,24,21-30,not rent burdened,1,239,Bay Ridge & Dyker Heights
4013,Brooklyn,24,21-30,not rent burdened,2,239,Bay Ridge & Dyker Heights
4013,Brooklyn,24,21-30,not rent burdened,3,56,Bay Ridge & Dyker Heights
4013,Brooklyn,24,21-30,not rent burdened,4,37,Bay Ridge & Dyker Heights
4013,Brooklyn,24,21-30,not rent burdened,5,42,Bay Ridge & Dyker Heights
4013,Brooklyn,25,21-30,not rent burdened,1,133,Bay Ridge & Dyker Heights
4013,Brooklyn,25,21-30,not rent burdened,2,149,Bay Ridge & Dyker Heights
4013,Brooklyn,25,21-30,not rent burdened,3,21,Bay Ridge & Dyker Heights
4013,Brooklyn,25,21-30,not rent burdened,4,14,Bay Ridge & Dyker Heights
4013,Brooklyn,25,21-30,not rent burdened,5,15,Bay Ridge & Dyker Heights
4013,Brooklyn,26,21-30,not rent burdened,1,198,Bay Ridge & Dyker Heights
4013,Brooklyn,26,21-30,not rent burdened,2,126,Bay Ridge & Dyker Heights
4013,Brooklyn,26,21-30,not rent burdened,3,29,Bay Ridge & Dyker Heights
4013,Brooklyn,26,21-30,not rent burdened,4,12,Bay Ridge & Dyker Heights
4013,Brooklyn,26,21-30,not rent burdened,5,48,Bay Ridge & Dyker Heights
4013,Brooklyn,26,21-30,not rent burdened,7,33,Bay Ridge & Dyker Heights
4013,Brooklyn,27,21-30,not rent burdened,1,181,Bay Ridge & Dyker Heights
4013,Brooklyn,27,21-30,not rent burdened,2,187,Bay Ridge & Dyker Heights
4013,Brooklyn,27,21-30,not rent burdened,3,34,Bay Ridge & Dyker Heights
4013,Brooklyn,27,21-30,not rent burdened,4,12,Bay Ridge & Dyker Heights
4013,Brooklyn,27,21-30,not rent burdened,5,10,Bay Ridge & Dyker Heights
4013,Brooklyn,27,21-30,not rent burdened,6,19,Bay Ridge & Dyker Heights
4013,Brooklyn,28,21-30,not rent burdened,1,212,Bay Ridge & Dyker Heights
4013,Brooklyn,28,21-30,not rent burdened,2,117,Bay Ridge & Dyker Heights
4013,Brooklyn,28,21-30,not rent burdened,3,48,Bay Ridge & Dyker Heights
4013,Brooklyn,28,21-30,not rent burdened,4,185,Bay Ridge & Dyker Heights
4013,Brooklyn,28,21-30,not rent burdened,8,11,Bay Ridge & Dyker Heights
4013,Brooklyn,29,21-30,not rent burdened,1,288,Bay Ridge & Dyker Heights
4013,Brooklyn,29,21-30,not rent burdened,2,70,Bay Ridge & Dyker Heights
4013,Brooklyn,29,21-30,not rent burdened,3,122,Bay Ridge & Dyker Heights
4013,Brooklyn,29,21-30,not rent burdened,4,136,Bay Ridge & Dyker Heights
4013,Brooklyn,30,21-30,rent burdened,1,313,Bay Ridge & Dyker Heights
4013,Brooklyn,30,21-30,rent burdened,2,94,Bay Ridge & Dyker Heights
4013,Brooklyn,30,21-30,rent burdened,3,65,Bay Ridge & Dyker Heights
4013,Brooklyn,30,21-30,rent burdened,4,14,Bay Ridge & Dyker Heights
4013,Brooklyn,30,21-30,rent burdened,5,9,Bay Ridge & Dyker Heights
4013,Brooklyn,30,21-30,rent burdened,6,20,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,1,133,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,2,205,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,3,28,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,4,28,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,5,45,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,7,16,Bay Ridge & Dyker Heights
4013,Brooklyn,31,31-40,rent burdened,8,36,Bay Ridge & Dyker Heights
4013,Brooklyn,32,31-40,rent burdened,1,123,Bay Ridge & Dyker Heights
4013,Brooklyn,32,31-40,rent burdened,2,154,Bay Ridge & Dyker Heights
4013,Brooklyn,32,31-40,rent burdened,3,119,Bay Ridge & Dyker Heights
4013,Brooklyn,32,31-40,rent burdened,4,59,Bay Ridge & Dyker Heights
4013,Brooklyn,32,31-40,rent burdened,5,10,Bay Ridge & Dyker Heights
4013,Brooklyn,33,31-40,rent burdened,1,190,Bay Ridge & Dyker Heights
4013,Brooklyn,33,31-40,rent burdened,2,61,Bay Ridge & Dyker Heights
4013,Brooklyn,33,31-40,rent burdened,3,49,Bay Ridge & Dyker Heights
4013,Brooklyn,33,31-40,rent burdened,4,10,Bay Ridge & Dyker Heights
4013,Brooklyn,34,31-40,rent burdened,1,160,Bay Ridge & Dyker Heights
4013,Brooklyn,34,31-40,rent burdened,2,27,Bay Ridge & Dyker Heights
4013,Brooklyn,34,31-40,rent burdened,3,88,Bay Ridge & Dyker Heights
4013,Brooklyn,34,31-40,rent burdened,4,17,Bay Ridge & Dyker Heights
4013,Brooklyn,34,31-40,rent burdened,5,74,Bay Ridge & Dyker Heights
4013,Brooklyn,35,31-40,rent burdened,1,44,Bay Ridge & Dyker Heights
4013,Brooklyn,35,31-40,rent burdened,2,85,Bay Ridge & Dyker Heights
4013,Brooklyn,35,31-40,rent burdened,3,27,Bay Ridge & Dyker Heights
4013,Brooklyn,35,31-40,rent burdened,4,7,Bay Ridge & Dyker Heights
4013,Brooklyn,35,31-40,rent burdened,7,19,Bay Ridge & Dyker Heights
4013,Brooklyn,36,31-40,rent burdened,1,90,Bay Ridge & Dyker Heights
4013,Brooklyn,36,31-40,rent burdened,2,58,Bay Ridge & Dyker Heights
4013,Brooklyn,36,31-40,rent burdened,3,23,Bay Ridge & Dyker Heights
4013,Brooklyn,37,31-40,rent burdened,1,80,Bay Ridge & Dyker Heights
4013,Brooklyn,37,31-40,rent burdened,2,57,Bay Ridge & Dyker Heights
4013,Brooklyn,37,31-40,rent burdened,3,58,Bay Ridge & Dyker Heights
4013,Brooklyn,37,31-40,rent burdened,4,49,Bay Ridge & Dyker Heights
4013,Brooklyn,37,31-40,rent burdened,5,15,Bay Ridge & Dyker Heights
4013,Brooklyn,38,31-40,rent burdened,1,123,Bay Ridge & Dyker Heights
4013,Brooklyn,38,31-40,rent burdened,2,44,Bay Ridge & Dyker Heights
4013,Brooklyn,38,31-40,rent burdened,3,61,Bay Ridge & Dyker Heights
4013,Brooklyn,38,31-40,rent burdened,5,20,Bay Ridge & Dyker Heights
4013,Brooklyn,38,31-40,rent burdened,7,11,Bay Ridge & Dyker Heights
4013,Brooklyn,39,31-40,rent burdened,1,40,Bay Ridge & Dyker Heights
4013,Brooklyn,39,31-40,rent burdened,2,29,Bay Ridge & Dyker Heights
4013,Brooklyn,39,31-40,rent burdened,5,15,Bay Ridge & Dyker Heights
4013,Brooklyn,39,31-40,rent burdened,7,15,Bay Ridge & Dyker Heights
4013,Brooklyn,40,31-40,rent burdened,1,72,Bay Ridge & Dyker Heights
4013,Brooklyn,40,31-40,rent burdened,2,82,Bay Ridge & Dyker Heights
4013,Brooklyn,40,31-40,rent burdened,4,9,Bay Ridge & Dyker Heights
4013,Brooklyn,41,41-50,rent burdened,1,58,Bay Ridge & Dyker Heights
4013,Brooklyn,41,41-50,rent burdened,2,26,Bay Ridge & Dyker Heights
4013,Brooklyn,41,41-50,rent burdened,3,51,Bay Ridge & Dyker Heights
4013,Brooklyn,41,41-50,rent burdened,4,77,Bay Ridge & Dyker Heights
4013,Brooklyn,41,41-50,rent burdened,6,29,Bay Ridge & Dyker Heights
4013,Brooklyn,42,41-50,rent burdened,1,85,Bay Ridge & Dyker Heights
4013,Brooklyn,42,41-50,rent burdened,2,32,Bay Ridge & Dyker Heights
4013,Brooklyn,42,41-50,rent burdened,3,53,Bay Ridge & Dyker Heights
4013,Brooklyn,42,41-50,rent burdened,4,31,Bay Ridge & Dyker Heights
4013,Brooklyn,42,41-50,rent burdened,5,10,Bay Ridge & Dyker Heights
4013,Brooklyn,42,41-50,rent burdened,7,15,Bay Ridge & Dyker Heights
4013,Brooklyn,43,41-50,rent burdened,1,149,Bay Ridge & Dyker Heights
4013,Brooklyn,43,41-50,rent burdened,2,89,Bay Ridge & Dyker Heights
4013,Brooklyn,43,41-50,rent burdened,3,37,Bay Ridge & Dyker Heights
4013,Brooklyn,43,41-50,rent burdened,4,99,Bay Ridge & Dyker Heights
4013,Brooklyn,44,41-50,rent burdened,1,96,Bay Ridge & Dyker Heights
4013,Brooklyn,44,41-50,rent burdened,2,27,Bay Ridge & Dyker Heights
4013,Brooklyn,44,41-50,rent burdened,3,14,Bay Ridge & Dyker Heights
4013,Brooklyn,44,41-50,rent burdened,5,34,Bay Ridge & Dyker Heights
4013,Brooklyn,44,41-50,rent burdened,6,30,Bay Ridge & Dyker Heights
4013,Brooklyn,45,41-50,rent burdened,1,40,Bay Ridge & Dyker Heights
4013,Brooklyn,45,41-50,rent burdened,2,90,Bay Ridge & Dyker Heights
4013,Brooklyn,45,41-50,rent burdened,3,18,Bay Ridge & Dyker Heights
4013,Brooklyn,45,41-50,rent burdened,6,35,Bay Ridge & Dyker Heights
4013,Brooklyn,46,41-50,rent burdened,1,52,Bay Ridge & Dyker Heights
4013,Brooklyn,46,41-50,rent burdened,2,8,Bay Ridge & Dyker Heights
4013,Brooklyn,46,41-50,rent burdened,3,13,Bay Ridge & Dyker Heights
4013,Brooklyn,46,41-50,rent burdened,8,42,Bay Ridge & Dyker Heights
4013,Brooklyn,47,41-50,rent burdened,1,12,Bay Ridge & Dyker Heights
4013,Brooklyn,47,41-50,rent burdened,2,47,Bay Ridge & Dyker Heights
4013,Brooklyn,47,41-50,rent burdened,4,12,Bay Ridge & Dyker Heights
4013,Brooklyn,47,41-50,rent burdened,5,25,Bay Ridge & Dyker Heights
4013,Brooklyn,47,41-50,rent burdened,6,29,Bay Ridge & Dyker Heights
4013,Brooklyn,48,41-50,rent burdened,1,23,Bay Ridge & Dyker Heights
4013,Brooklyn,48,41-50,rent burdened,2,31,Bay Ridge & Dyker Heights
4013,Brooklyn,48,41-50,rent burdened,5,51,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,1,61,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,2,13,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,3,15,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,4,85,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,5,33,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,6,14,Bay Ridge & Dyker Heights
4013,Brooklyn,49,41-50,rent burdened,8,22,Bay Ridge & Dyker Heights
4013,Brooklyn,50,41-50,severly rent burdened,1,162,Bay Ridge & Dyker Heights
4013,Brooklyn,50,41-50,severly rent burdened,3,35,Bay Ridge & Dyker Heights
4013,Brooklyn,50,41-50,severly rent burdened,4,54,Bay Ridge & Dyker Heights
4013,Brooklyn,50,41-50,severly rent burdened,5,28,Bay Ridge & Dyker Heights
4013,Brooklyn,51,51-60,severly rent burdened,1,19,Bay Ridge & Dyker Heights
4013,Brooklyn,51,51-60,severly rent burdened,2,67,Bay Ridge & Dyker Heights
4013,Brooklyn,51,51-60,severly rent burdened,5,14,Bay Ridge & Dyker Heights
4013,Brooklyn,51,51-60,severly rent burdened,6,13,Bay Ridge & Dyker Heights
4013,Brooklyn,51,51-60,severly rent burdened,7,31,Bay Ridge & Dyker Heights
4013,Brooklyn,51,51-60,severly rent burdened,8,36,Bay Ridge & Dyker Heights
4013,Brooklyn,52,51-60,severly rent burdened,2,76,Bay Ridge & Dyker Heights
4013,Brooklyn,52,51-60,severly rent burdened,3,13,Bay Ridge & Dyker Heights
4013,Brooklyn,52,51-60,severly rent burdened,5,47,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,1,51,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,2,9,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,3,7,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,4,36,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,5,13,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,7,29,Bay Ridge & Dyker Heights
4013,Brooklyn,53,51-60,severly rent burdened,8,41,Bay Ridge & Dyker Heights
4013,Brooklyn,54,51-60,severly rent burdened,1,42,Bay Ridge & Dyker Heights
4013,Brooklyn,54,51-60,severly rent burdened,4,28,Bay Ridge & Dyker Heights
4013,Brooklyn,55,51-60,severly rent burdened,1,25,Bay Ridge & Dyker Heights
4013,Brooklyn,55,51-60,severly rent burdened,2,52,Bay Ridge & Dyker Heights
4013,Brooklyn,55,51-60,severly rent burdened,6,18,Bay Ridge & Dyker Heights
4013,Brooklyn,56,51-60,severly rent burdened,1,110,Bay Ridge & Dyker Heights
4013,Brooklyn,56,51-60,severly rent burdened,2,20,Bay Ridge & Dyker Heights
4013,Brooklyn,56,51-60,severly rent burdened,3,7,Bay Ridge & Dyker Heights
4013,Brooklyn,56,51-60,severly rent burdened,4,39,Bay Ridge & Dyker Heights
4013,Brooklyn,57,51-60,severly rent burdened,1,139,Bay Ridge & Dyker Heights
