PUMA_ch,borough,GRPIP,rent_deciles,rent_cat,HH_size,n,nyc_pums_Name
3701,Bronx,1,0-10,not rent burdened,5,58,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,2,0-10,not rent burdened,2,48,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,2,0-10,not rent burdened,8,11,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,3,0-10,not rent burdened,1,42,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,3,0-10,not rent burdened,2,8,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,3,0-10,not rent burdened,3,28,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,3,0-10,not rent burdened,4,7,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,3,0-10,not rent burdened,5,22,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,4,0-10,not rent burdened,1,15,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,4,0-10,not rent burdened,2,19,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,4,0-10,not rent burdened,3,31,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,5,0-10,not rent burdened,1,29,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,5,0-10,not rent burdened,2,84,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,5,0-10,not rent burdened,5,21,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,6,0-10,not rent burdened,1,251,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,6,0-10,not rent burdened,2,14,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,6,0-10,not rent burdened,3,16,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,7,0-10,not rent burdened,1,13,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,7,0-10,not rent burdened,2,155,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,7,0-10,not rent burdened,3,20,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,7,0-10,not rent burdened,4,78,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,8,0-10,not rent burdened,1,52,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,8,0-10,not rent burdened,2,35,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,8,0-10,not rent burdened,3,51,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,8,0-10,not rent burdened,4,90,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,8,0-10,not rent burdened,5,52,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,9,0-10,not rent burdened,1,50,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,9,0-10,not rent burdened,2,239,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,9,0-10,not rent burdened,3,67,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,9,0-10,not rent burdened,5,27,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,10,0-10,not rent burdened,1,101,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,10,0-10,not rent burdened,2,184,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,10,0-10,not rent burdened,6,35,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,11,11-20,not rent burdened,1,90,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,11,11-20,not rent burdened,2,204,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,11,11-20,not rent burdened,3,116,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,11,11-20,not rent burdened,4,26,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,12,11-20,not rent burdened,1,86,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,12,11-20,not rent burdened,2,218,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,12,11-20,not rent burdened,3,67,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,12,11-20,not rent burdened,4,75,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,12,11-20,not rent burdened,7,17,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,13,11-20,not rent burdened,1,72,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,13,11-20,not rent burdened,2,158,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,13,11-20,not rent burdened,3,85,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,13,11-20,not rent burdened,4,76,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,13,11-20,not rent burdened,5,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,13,11-20,not rent burdened,6,16,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,14,11-20,not rent burdened,1,161,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,14,11-20,not rent burdened,2,181,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,14,11-20,not rent burdened,3,72,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,14,11-20,not rent burdened,4,31,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,14,11-20,not rent burdened,5,31,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,14,11-20,not rent burdened,8,37,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,15,11-20,not rent burdened,1,215,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,15,11-20,not rent burdened,2,267,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,15,11-20,not rent burdened,3,151,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,15,11-20,not rent burdened,4,59,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,15,11-20,not rent burdened,5,65,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,16,11-20,not rent burdened,1,112,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,16,11-20,not rent burdened,2,199,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,16,11-20,not rent burdened,3,65,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,16,11-20,not rent burdened,4,183,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,16,11-20,not rent burdened,7,13,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,16,11-20,not rent burdened,8,37,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,17,11-20,not rent burdened,1,200,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,17,11-20,not rent burdened,2,239,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,17,11-20,not rent burdened,3,162,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,17,11-20,not rent burdened,4,92,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,17,11-20,not rent burdened,5,100,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,17,11-20,not rent burdened,6,40,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,18,11-20,not rent burdened,1,201,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,18,11-20,not rent burdened,2,136,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,18,11-20,not rent burdened,3,194,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,18,11-20,not rent burdened,4,55,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,18,11-20,not rent burdened,5,56,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,19,11-20,not rent burdened,1,44,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,19,11-20,not rent burdened,2,257,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,19,11-20,not rent burdened,3,181,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,19,11-20,not rent burdened,4,17,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,19,11-20,not rent burdened,5,14,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,19,11-20,not rent burdened,6,23,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,20,11-20,not rent burdened,1,183,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,20,11-20,not rent burdened,2,65,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,20,11-20,not rent burdened,3,28,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,20,11-20,not rent burdened,4,88,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,20,11-20,not rent burdened,5,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,21,21-30,not rent burdened,1,192,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,21,21-30,not rent burdened,2,211,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,21,21-30,not rent burdened,3,46,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,21,21-30,not rent burdened,4,10,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,22,21-30,not rent burdened,1,104,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,22,21-30,not rent burdened,2,115,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,22,21-30,not rent burdened,3,26,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,22,21-30,not rent burdened,4,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,23,21-30,not rent burdened,1,281,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,23,21-30,not rent burdened,2,197,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,23,21-30,not rent burdened,3,210,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,23,21-30,not rent burdened,4,81,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,1,251,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,2,105,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,3,131,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,4,36,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,5,26,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,7,28,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,24,21-30,not rent burdened,8,28,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,25,21-30,not rent burdened,1,131,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,25,21-30,not rent burdened,2,129,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,25,21-30,not rent burdened,4,81,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,25,21-30,not rent burdened,5,135,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,26,21-30,not rent burdened,1,128,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,26,21-30,not rent burdened,2,219,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,26,21-30,not rent burdened,3,75,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,26,21-30,not rent burdened,4,94,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,26,21-30,not rent burdened,5,50,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,26,21-30,not rent burdened,6,9,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,27,21-30,not rent burdened,1,375,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,27,21-30,not rent burdened,2,113,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,27,21-30,not rent burdened,3,69,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,27,21-30,not rent burdened,4,80,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,27,21-30,not rent burdened,5,63,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,27,21-30,not rent burdened,6,25,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,28,21-30,not rent burdened,1,206,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,28,21-30,not rent burdened,2,82,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,28,21-30,not rent burdened,3,29,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,28,21-30,not rent burdened,4,277,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,28,21-30,not rent burdened,5,71,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,28,21-30,not rent burdened,6,45,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,29,21-30,not rent burdened,1,200,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,29,21-30,not rent burdened,2,329,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,29,21-30,not rent burdened,3,99,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,29,21-30,not rent burdened,4,34,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,29,21-30,not rent burdened,5,19,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,30,21-30,rent burdened,1,70,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,30,21-30,rent burdened,2,89,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,30,21-30,rent burdened,3,73,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,30,21-30,rent burdened,4,139,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,30,21-30,rent burdened,5,66,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,31,31-40,rent burdened,1,174,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,31,31-40,rent burdened,2,149,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,31,31-40,rent burdened,3,56,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,31,31-40,rent burdened,4,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,31,31-40,rent burdened,6,26,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,32,31-40,rent burdened,1,174,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,32,31-40,rent burdened,2,144,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,32,31-40,rent burdened,3,29,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,32,31-40,rent burdened,4,78,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,32,31-40,rent burdened,6,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,33,31-40,rent burdened,1,219,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,33,31-40,rent burdened,2,183,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,33,31-40,rent burdened,4,19,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,34,31-40,rent burdened,1,90,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,34,31-40,rent burdened,2,125,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,34,31-40,rent burdened,3,119,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,34,31-40,rent burdened,4,22,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,34,31-40,rent burdened,5,67,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,35,31-40,rent burdened,1,98,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,35,31-40,rent burdened,2,95,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,35,31-40,rent burdened,3,50,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,35,31-40,rent burdened,4,59,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,35,31-40,rent burdened,5,36,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,36,31-40,rent burdened,1,249,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,36,31-40,rent burdened,2,121,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,36,31-40,rent burdened,3,119,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,36,31-40,rent burdened,5,64,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,36,31-40,rent burdened,6,137,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,36,31-40,rent burdened,7,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,37,31-40,rent burdened,1,186,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,37,31-40,rent burdened,2,123,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,37,31-40,rent burdened,3,76,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,37,31-40,rent burdened,5,47,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,38,31-40,rent burdened,1,59,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,38,31-40,rent burdened,2,147,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,38,31-40,rent burdened,3,107,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,38,31-40,rent burdened,4,120,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,38,31-40,rent burdened,5,16,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,39,31-40,rent burdened,1,163,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,39,31-40,rent burdened,2,90,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,39,31-40,rent burdened,3,4,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,39,31-40,rent burdened,4,122,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,39,31-40,rent burdened,6,23,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,40,31-40,rent burdened,1,187,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,40,31-40,rent burdened,2,34,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,40,31-40,rent burdened,4,12,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,41,41-50,rent burdened,1,89,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,41,41-50,rent burdened,2,151,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,41,41-50,rent burdened,4,23,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,41,41-50,rent burdened,5,27,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,42,41-50,rent burdened,1,52,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,42,41-50,rent burdened,2,75,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,42,41-50,rent burdened,3,128,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,42,41-50,rent burdened,4,53,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,42,41-50,rent burdened,5,99,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,43,41-50,rent burdened,1,226,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,43,41-50,rent burdened,2,158,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,43,41-50,rent burdened,3,38,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,43,41-50,rent burdened,5,97,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,44,41-50,rent burdened,1,154,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,44,41-50,rent burdened,2,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,45,41-50,rent burdened,1,22,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,45,41-50,rent burdened,2,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,45,41-50,rent burdened,3,56,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,45,41-50,rent burdened,4,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,45,41-50,rent burdened,5,16,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,46,41-50,rent burdened,1,102,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,46,41-50,rent burdened,2,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,46,41-50,rent burdened,4,12,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,46,41-50,rent burdened,7,48,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,47,41-50,rent burdened,2,56,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,47,41-50,rent burdened,3,116,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,47,41-50,rent burdened,4,20,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,48,41-50,rent burdened,1,77,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,48,41-50,rent burdened,2,34,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,48,41-50,rent burdened,3,53,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,48,41-50,rent burdened,4,20,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,49,41-50,rent burdened,1,75,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,49,41-50,rent burdened,2,13,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,49,41-50,rent burdened,3,71,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,49,41-50,rent burdened,4,105,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,50,41-50,severly rent burdened,1,33,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,50,41-50,severly rent burdened,2,116,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,51,51-60,severly rent burdened,1,85,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,51,51-60,severly rent burdened,2,64,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,52,51-60,severly rent burdened,2,33,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,52,51-60,severly rent burdened,3,15,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,52,51-60,severly rent burdened,4,20,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,53,51-60,severly rent burdened,1,92,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,53,51-60,severly rent burdened,4,34,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,54,51-60,severly rent burdened,3,22,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,55,51-60,severly rent burdened,1,63,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,55,51-60,severly rent burdened,2,36,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,55,51-60,severly rent burdened,3,58,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,55,51-60,severly rent burdened,4,61,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,55,51-60,severly rent burdened,5,42,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,55,51-60,severly rent burdened,6,35,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,56,51-60,severly rent burdened,4,90,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,56,51-60,severly rent burdened,5,20,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,57,51-60,severly rent burdened,1,54,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,57,51-60,severly rent burdened,2,88,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,57,51-60,severly rent burdened,3,59,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,57,51-60,severly rent burdened,4,63,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,57,51-60,severly rent burdened,5,51,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,58,51-60,severly rent burdened,1,33,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,58,51-60,severly rent burdened,2,14,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,59,51-60,severly rent burdened,1,111,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,59,51-60,severly rent burdened,2,28,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,60,51-60,severly rent burdened,1,17,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,60,51-60,severly rent burdened,2,115,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,60,51-60,severly rent burdened,4,24,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,61,61-70,severly rent burdened,1,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,61,61-70,severly rent burdened,2,24,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,62,61-70,severly rent burdened,1,45,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,62,61-70,severly rent burdened,2,34,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,62,61-70,severly rent burdened,3,94,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,62,61-70,severly rent burdened,4,27,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,63,61-70,severly rent burdened,1,62,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,63,61-70,severly rent burdened,2,13,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,63,61-70,severly rent burdened,3,60,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,64,61-70,severly rent burdened,1,78,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,64,61-70,severly rent burdened,2,48,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,65,61-70,severly rent burdened,1,69,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,65,61-70,severly rent burdened,2,106,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,66,61-70,severly rent burdened,1,33,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,66,61-70,severly rent burdened,2,15,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,67,61-70,severly rent burdened,1,40,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,67,61-70,severly rent burdened,3,24,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,68,61-70,severly rent burdened,1,41,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,68,61-70,severly rent burdened,2,60,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,68,61-70,severly rent burdened,5,49,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,69,61-70,severly rent burdened,1,49,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,69,61-70,severly rent burdened,2,46,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,69,61-70,severly rent burdened,5,15,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,70,61-70,severly rent burdened,1,23,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,70,61-70,severly rent burdened,2,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,70,61-70,severly rent burdened,5,28,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,71,71-80,severly rent burdened,1,17,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,71,71-80,severly rent burdened,2,40,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,71,71-80,severly rent burdened,3,27,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,72,71-80,severly rent burdened,1,58,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,73,71-80,severly rent burdened,1,36,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,73,71-80,severly rent burdened,2,39,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,73,71-80,severly rent burdened,5,17,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,73,71-80,severly rent burdened,6,68,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,74,71-80,severly rent burdened,1,14,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,75,71-80,severly rent burdened,4,36,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,76,71-80,severly rent burdened,1,157,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,76,71-80,severly rent burdened,2,64,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,77,71-80,severly rent burdened,1,10,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,77,71-80,severly rent burdened,4,17,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,77,71-80,severly rent burdened,5,27,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,78,71-80,severly rent burdened,2,18,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,79,71-80,severly rent burdened,1,35,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,79,71-80,severly rent burdened,2,68,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,80,71-80,severly rent burdened,1,63,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,80,71-80,severly rent burdened,2,30,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,81,81-90,severly rent burdened,2,33,"Riverdale, Fieldston & Kingsbridge"
3701,Bronx,81,81-90,severly rent burdened,4,20,"Riverdale, Fieldston & Kingsbridge"
